JBS Aves Ltda.,0040146656,Brazil
JBS Paraguay S.A.,0040106526,Paraguay
JC Impex S.A.,0040106860,Argentina
JD.com International,0017234646,China
JDHB Consultancy Ltd,0040188920,United Kingdom
"Jealsa Rianxeira, S.A.U.",0001852302,Spain
JEFI AQUATECH RESOURCES SDN. BHD.,0040196911,Malaysia
Jenrad Corporation (pty) Ltd,0017320351,South Africa
Jens Möller Products ApS,0012069190,Denmark
Jens Warneke Export GmbH,0002209620,Germany
Jensen's Koekken,0010385556,Denmark
Teigwarenfabrik Jeremias GmbH Feine Nudelspezialitäten,0002255372,Germany
Jermi Käsewerk GmbH,0000250392,Germany
JESTIN S.A.S.,0002267591,France
Japan External Trade Organization,0000609196,Japan
"JF&B; Co.,Ltd.",0012118944,"Korea, Republic of"
Jiahe Foodstuffs LTD,0040140786,Hong Kong
Jianding Im & Export (Firmess),0040048536,Germany
"Jiangsu Cereals, Oils & Foodstuffs I/E Group Corp.",0002409476,China
"Jiangsu Daysun Foods. Co., Ltd.",0002411128,China
"Jiangsu Haian Siweite Seaweed Co., Ltd.",0040194211,China
"Jiangsu Jiuhui Food Products Co., Ltd.",0016665101,China
"Jiangsu Jixiang Hesheng Food Co., Ltd.",0040199120,China
"Jiangsu Skyrun Foods Technology Co.,LTD",0013241156,China
"Jiangsu Xianzhiyuan Aquatic Food Co., Ltd.",0040193874,China
"Jiangsu Xinpin Tea Co., Ltd.",0040189304,China
"Jiangsu Yanghe Distillery Co., Ltd.",0040194143,China
"Jiangxi Jinyuan Agriculture Development Co., Ltd.",0040189240,China
Jiangxi Jinyuan Agriculture Development Co.Ltd.,0002505530,China
"Jiayi Foods-Processing (Luoping) Co., Ltd.",0040190669,China
Jili Foods Ltd.,0040140780,Hong Kong
Jilin City Changrong Agricultural & By Products Corporation,0002455752,China
Jilin City Jiayi Agricultural & By Products Corporation,0040194126,China
"Jilin Province Agricultural Sister-in-law Food Co., Ltd.",0040193962,China
"Jilin Xiangyu Agricultural Products Co., Ltd.",0040016546,China
"Jilin Xingrong Food Co., Ltd",0040194314,China
"Jilin Xintai Food Seasoning Co., Ltd.",0040193965,China
"Jilin Yuanda Grains Co., Ltd.",0040193620,China
"Jilin Province Dew ei  Cereals Industry C o., Ltd.",0040194290,China
"Jim's Group Co., Ltd.",0014628783,Thailand
"Jinan A-Food Intl., Inc.",0040193791,China
Jinan Fruit Research Institute All China Federation of Supply & Marketing Co-operative,0002502960,China
"Jining Kangmei Foods Co., Ltd.",0040193821,China
"Jinjiang Fuyuan Foodstuff Co., Ltd.",0012276271,China
Jinsung F.M co. ltd,0040191947,"Korea, Republic of"
"Jinzhou Qiaopai Biotech Co., Ltd.",0040143689,China
JJ Trading Co.,0014863482,"Korea, Republic of"
JKT Enterprises Pvt. Ltd.,0002485074,India
JM Grain,0040015530,United States of America
JNL PPTE,0016132047,Ukraine
"JNY Food Co., Ltd.",0040139630,Taiwan
Joaquim Alberti S.A. (LA Selva/ Carsodo),0016131377,Spain
Jobeline Hotelwäsche Erwin Müller GmbH & Co. KG,0010212357,Germany
Joe & Co. S.R.L.,0016266536,Italy
Joe & Seph's Gourmet Popcorn,0015281991,United Kingdom
"Joe-Ry Family Co., Ltd.",0040144993,Thailand
Joe´s Tea & Chips,0040190163,United States of America
Jogrex nv,0040067956,Belgium
JOHNSOF - Pavlos Cakes Industry Ltd,0010386890,Cyprus
Jokilaakson Juusto Ltd,0012068925,Finland
"Jolca, S.A.",0002404889,Spain
Jomi S.p.A.,0002304926,Italy
JOMO Zuckerbäckerei Ges.m.b.H.,0002315402,Austria
Jordan Olivenöl GmbH,0013035245,Germany
Jordan Spritzgusstechnik GmbH,0000163627,Germany
Jorge S.L.,0040021353,Spain
Josapar S.A.,0010376440,Brazil
"José Maria Gómez Mira, S.A.",0002364743,Spain
Jose Maria Lazara S.A.,0001547828,Argentina
"JR Suarez Monedero, S.L.",0002212204,Spain
"JSC ""Baltic mineral water company""",0040193693,Lithuania
JSC Granex,0012376191,Lithuania
Juan Aulet Torrent S.L.,0010503698,Spain
Juan Navarro Garcia S.A.U.,0010503929,Spain
Jütro Tiefkühlkost GmbH & Co. KG,0002332516,Germany
Jugos del Maipo (Santa Teresa S.A.),0011972997,Chile
Jugos Álamo S.A. de C.V.,0040190007,Mexico
Jugos Australes S.A.,0012068725,Argentina
Jugos Chile,0040189010,Chile
Juice Solutions International BV,0013712649,Netherlands
Jules Destrooper Biscuiterie NV,0016164625,Belgium
Julián Martín S.A.,0012354987,Spain
Jumel Alimentaria S.A.,0013171969,Spain
Jurado Hermanos S.L.,0015993073,Spain
Just Gourmet Group,0040191890,Spain
Just Ice bvba,0014683429,Belgium
Just Spices GmbH,0040195473,Germany
Jütro GmbH & Co. KG Konserven und Feinkost,0002208698,Germany
Juustoportti Food Oy,0012117288,Finland
"Juver Alimentacion, S.L.U.",0012350432,Spain
"Juxian Ruifeng Foods Co., Ltd.",0040143541,China
K. Fruit Factory Ltd.,0015406020,Cyprus
K. K. Rice Mills Private Limited,0040109537,Pakistan
"K.C. Golden Rice Co., Ltd",0040090709,Thailand
K.F.C. Gida A.S.,0002269784,Turkey
"K.R.S. Spicy Food Co., Ltd.",0011921893,Thailand
"K.T.Y. Foods International Co., Ltd.",0012325484,Thailand
KAAS-PACK HOLLAND B.V.,0010385342,Netherlands
Kaasbrik N.V.,0002379825,Belgium
Kabafrost Kft.,0040199452,Hungary
Kabassi Ltd,0016013896,Greece
Kabir Foods Pvt. Ltd.,0040188798,India
Kadooglu Yag San Ve Tic A.S.,0013273163,Turkey
Kadoya Sesame Mills Inc.,0040098691,Japan
KAFFA LDA,0015403358,Portugal
KAFI Commodities (Private) Ltd.,0040114560,Pakistan
Kagamiso Co.,0040193914,Japan
Kagerer & Co. GmbH Seafood & Delicatessen,0011107973,Germany
Kahler Gewürze GmbH,0010496837,Germany
Kahramantarim Urunleri Ticaret Ve San A.S.,0040193005,Turkey
"Kaihua Bonna Tea Enterprise Co., Ltd.",0040189638,China
Fr. Kaiser GmbH 3Tannen Werk,0000374458,Germany
Kaiserdom Specialitäten Brauerei GmbH Bamberg,0001321374,Germany
"Kalabokis S.A. ""Dear Crete""",0002361697,Greece
Kalahari Kid Corporation,0040197343,South Africa
Kalaycioglu Gida A.S.,0040193010,Turkey
Kale Madencilik San. ve Tic. A.S.,0040105733,Turkey
Kalfany Süße Werbung GmbH & Co. KG,0010279043,Germany
"Grupo Kalise Menorquina, S.A.",0010591232,Spain
Kalk Bay Foods (Pty) Ltd.,0040066432,South Africa
Kalkan Organik Tarim Urunleri Gida Ve Tasimacilik Dis Ticaret Ltd. Sti,0016054010,Turkey
Kallimanis G. S.A.,0002334474,Greece
Kalloni S.A.,0001696858,Greece
Kalogerakis Bros SA,0040146493,Greece
KALP IMPEX,0015953170,India
PPHU Kampol Krzysztof Luzniak,0012119148,Poland
KAMPOL-FRUIT Sp. z o.o.,0013708224,Poland
Kampong Kravers (M) Sdn Bhd,0013239427,Malaysia
Kanakas Bros Ltd,0040142297,Greece
Hellenic Quality Foods S.A. Kanaki,0013591440,Greece
Kanat Zirai Ürünler San. Ve Tic A.S.,0012307047,Turkey
"Kanazawa Daichi Co., Ltd.",0040193916,Japan
Kang Brothers & Co.,0000975745,"Korea, Republic of"
ZM Henryk Kania S.A.,0011123703,Poland
"Kanokwan Food Products Co., Ltd.",0016665549,Thailand
Kanu Krishna Corporation,0040132340,India
PT Kapal Api Global,0002223986,Indonesia
Kaping City Hiyua Long Chocolate Foodstuff Co. Ltd.,0040174893,China
Käpplein Bio GmbH & Co KG,0002423880,Germany
Kaptein B.V.,0012068117,Netherlands
Kar-Pet Gida Mad. ve Petrol Ürün Nak. Ins. Mlz. Komur. Tic.Otomotiv Ltd. Sti,0013238924,Turkey
Kar-Su Camlica Koyu Su Isletmeleri A.S.,0014428492,Turkey
Karalis,0014435347,Greece
Karavan Ltd.,0040135917,Russia
Dr. Klaus Karg KG,0002398422,Germany
Karia Food OÜ,0014862122,Estonia
Karlsberg Brauerei GmbH,0000226246,Germany
Karmela 2000 Ltd.,0040008640,Bulgaria
"Karn Corn Co., Ltd.",0002496995,Thailand
Karnobatplod Jsc,0013592230,Bulgaria
Kärtnermilch reg. Gen.m.b.H,0002285211,Austria
Karol Fernandez Meat Ltd.,0013711148,Bulgaria
Heinrich Karow Nachf. KG,0013251936,Germany
Karpea S.A.,0040068795,Greece
Karro Food Group Ltd.,0040146318,United Kingdom
Kartal Gida San. Ve Tic. A.S.,0013038953,Turkey
Karumu Fabrika SIA,0040143275,Latvia
KAS Commodities,0040187301,Pakistan
Käserebellen GmbH,0040068976,Germany
Käserei Altenburger Land GmbH & Co. KG,0010501556,Germany
"Kashiwazaki Seika Co., Ltd.",0040145701,Japan
"Kasisuri Co., Ltd.",0040194816,Thailand
KASKAT LTD.,0010388119,Poland
Kaskein Marja Oy,0001397125,Finland
KATHI Rainer Thiele GmbH,0001730711,Germany
Katlenburger Kellerei GmbH & Co. KG,0000235636,Germany
Kauno Grudai,0010573878,Lithuania
KAV America AG Inc.,0040183577,United States of America
Kawan Food Manufacturing Sdn Bhd,0002498676,Malaysia
"Kawatsuru Sake Brewing Co., Ltd.",0040058609,Japan
Kaya Turistik Tesisleri Titreyengol Otelcilik A.S. (Abant),0040195031,Turkey
Kayak S.A.,0040143460,Greece
Kayisicioglu Tarim Urunleri Tic. Ve San. Ltd. Sti,0040193019,Turkey
Kayna Group,0040189648,Morocco
"KCG Corporation Co., Ltd.",0002348117,Thailand
"KCT Foods Co., Ltd.",0040197866,"Korea, Republic of"
KDM Marketing- und Vetriebs GmbH,0040070961,Germany
Kean Soft Drinks Ltd.,0000861081,Cyprus
Keck Spezialitäten GmbH,0010495953,Germany
JSC Kedainiu Konservu Fabrikas,0002496100,Lithuania
Kejriwal Bee Care India (P) Ltd.,0040002260,India
JSC Putnu Fabrika Kekava,0016048806,Latvia
Kellyfresh Food Manufacturing Sdn. Bhd.,0040016383,Malaysia
Kemet for Natural Food,0012576086,Egypt
Kendlbacher Getränkevertriebs GmbH,0040192249,Austria
"Kentris S.A. - ""Strofilia""",0002508292,Greece
KEO plc,0000861146,Cyprus
Kepak Group,0002248067,Ireland
Kermes Tarim Urunleri San. Dis. Tic. Ltd. Sti.,0012067314,Turkey
Kernel-Trade Limited Liability Company,0040198765,Ukraine
Keroler SAS,0002491069,France
Kerry Foods,0014436402,Ireland
Keskinoglu Ic Ve Dis Tic Ltd. Sti.,0013818199,Turkey
Ketan Food Products Pvt. Ltd.,0040188839,India
Keumkang B & F,0002364338,"Korea, Republic of"
Keunecke Feinkost GmbH/ EWU Thüringer Wurst & Spez. GmbH,0001691058,Germany
Keventer Agro Ltd,0012067228,India
Khajanchi Export,0012356339,India
Khan Rice Mills,0040122574,Pakistan
Khedut Feeds and Foods Pvt. Ltd.,0040196496,India
Khiazh Marketing Sdn Bhd,0016372386,Malaysia
Khilesh Co Limited (A- One Food),0040068577,Mauritius
Kildare Chilling Co.,0003785416,Ireland
Kilikya Salgam Icecek San ve Tic. A.S.,0040105771,Turkey
Kim Ltd.,0040017228,Macedonia
Kim's Chocolates N.V.,0001586572,Belgium
Kimanis Food Industries Sdn Bhd,0040188358,Malaysia
"Kimbex, s.r.o.",0011143516,Czech Republic
Kimbo Espresso Italiano,0002293383,Italy
Kimbo Snacks S.L.,0040198409,Spain
Kims A/S,0001076469,Denmark
Kineta,0040145425,Argentina
King Cup Italia SRL,0040178094,Italy
"King Garden Paper Product Co., Ltd.",0040182716,China
King Lucky Food Industrial Corp.,0002364744,Taiwan
King Nuts & Raaphorst B.V.,0002342445,Netherlands
King of Salt GmbH Co KG,0040110226,Germany
King Regal S.A.,0002417651,Spain
"Kinjirushi Sales Co., Ltd.",0040193835,Japan
Kipco-Damaco NV,0002208553,Belgium
Kirbiyik Kuruyemis Gida Tekstil Ins.Mob.Tic.San.Ltd. Sti,0040144402,Turkey
Kirici Kuru Meyva ve Gida Tekstil Tur. San ve Tic A.S.,0001700065,Turkey
Kirlioglu Tarim Urunleri Tic. Ltd. Sti,0040012572,Turkey
Kirlioglu Tarimsal Urunler Gida San. Tic. A.S.,0040193058,Turkey
Kirti Udyog,0040196498,India
Käserei Kisteleki,0010501770,Hungary
Korea International Trade Association - KITA -,0002400420,"Korea, Republic of"
Kitomura Co. Ltd.,0040194082,Japan
KIWA,0040174818,Ecuador
Kizable,0014790426,United States of America
"KJ.CO., LTD",0040192034,"Korea, Republic of"
KJC Interfood Co.Ltd.,0012800779,Thailand
Klaasen & Co N.V.,0012400880,Belgium
KLAS d.d. Sarajevo,0010385303,Bosnia and Herzegovina
Societe Nouvelle Klaus,0001634992,France
Klaus GmbH & Co.KG,0002358735,Germany
Klein Karoo International Ltd.  Meat Marketing,0002289340,South Africa
Kleinemas Fleischwaren GmbH & Co. KG,0001397907,Germany
Klenáncz József,0012127452,Hungary
Kleo Day. Tük Mal VE Otel Ekip San Tic. A.S.,0040174319,Turkey
Klett Schokolade GmbH & Co. KG,0000292206,Germany
Klevek Company Srl,0013591367,Romania
Klingai JSC,0012066752,Lithuania
Klingele Chocolade NV,0002229508,Belgium
Klosterbrauerei Neuzelle GmbH,0002318604,Germany
KLS Ugglarps AB,0040148649,Sweden
H. Klümper GmbH & Co. KG Schinkenmanufaktur,0000352098,Germany
Herbert Kluth (GmbH & Co. KG),0002202221,Germany
Koelnmesse Ltd.,0002443801,Hong Kong
Koelnmesse s.r.l.,0002435894,Italy
Koelnmesse Pte. Ltd.,0002439235,Singapore
KMC GROUP / Nungesser / KM Commodites / Dedere / Auditor,0040183868,Switzerland
Kagoshima Meat Export Federation,0016665094,Japan
Kmera Ltd (Jools Drinks),0040193567,United Kingdom
KMG Robust,0016404146,United Arab Emirates
Kocbey Su Ve Mesrubat Pazarlama San. Tic. A.S.,0040193535,Turkey
Koch OHG,0012375107,Italy
Koch Tiefkühlkost International GmbH & Co. KG,0014665890,Germany
Kodanmal Group Co. Ltd.,0040064389,Thailand
Koeleman Foods Products LLC,0040195298,Serbia
Koelnmesse GmbH,0002364028,Germany
"USA Pavilion by Koelnmesse, Inc.",0002435993,United States of America
Koepcke Food Export GmbH & Co.KG,0002334806,Germany
Koeze Company,0012066170,United States of America
Koffieplus BV,0013714473,Netherlands
Kohberg Bakery Group A/S,0013847759,Denmark
Kohinoor Foods Limited,0040003368,India
Kokkerelli BV,0012865050,Netherlands
"Koliate Co., ltd.",0040099554,Thailand
Koliber SP. J.,0040144571,Poland
KOLIONASIOS N.,0013868999,Greece
Kolios S.A. Greek Dairy,0001217879,Greece
Peter Kölln KgaA Köllnflockenwerke,0000160733,Germany
Kométa 99 Ltd.,0040013541,Hungary
Komgida Kombassan Gida iht. Mad. ve Petol ürün. San. ve Tic. A.S.,0011144462,Turkey
Kondov Ecoproduction Ltd.,0012066027,Bulgaria
Konex-Tiva Ltd.,0002278601,Bulgaria
Kong Hoo (Private) Limited,0040109043,Singapore
Konimex Holding Ltd.,0010500932,Macedonia
Konings NV,0001061127,Belgium
Konjac Innov,0040185676,United Kingdom
Konspol Holding sp. z o.o.,0012065962,Poland
"Konstantopoulos S.A. - ""Olymp""",0001413163,Greece
Kontos Food Inc.,0012127095,United States of America
"Koochikoo, LLC Excel Trade LlC",0040133016,United States of America
Korea Food Industry Association (KFIA),0012802527,"Korea, Republic of"
Korea Ginseng Bio Science,0040191871,"Korea, Republic of"
Korhan Pazarlama Ve Dis Ticaret A.S.,0012576300,Turkey
Korona M Ltd.,0012345141,Bulgaria
Korvel LTD,0016028015,Greece
Kotanyi GmbH,0002202574,Austria
KOTINPACK INC.,0015798548,"Korea, Republic of"
Koupe,0040199392,Netherlands
Kourellas S. A.,0010379227,Greece
Kouroen Corporation,0040194351,Japan
N. S. Koutsokoumnis Ltd.,0040012924,Cyprus
Koza Agro Gida Ve Dis Tic San Ltd. Sti,0040193084,Turkey
Zaklady Drobiarskie Kozieglowy Sp. z o.o.,0010512283,Poland
Krajowa Rada Drobiarstwa - Izba Gospodarcza,0014366328,Poland
Kramer GmbH Schwarzwälder Wurstspezialitäten,0002448879,Germany
Kraus SA,0040191598,Argentina
Kreyenhop & Kluge GmbH & Co. KG,0001799630,Germany
KRI KRI SA,0014830161,Greece
Kristom Canada,0002503862,Canada
Kriton Artos S.A.,0002450295,Greece
De Kroes BV,0000988014,Netherlands
Krogab UK Limited,0011891548,United Kingdom
Kronen GmbH Nahrungsmitteltechni k,0000941263,Germany
Kronenbrot KG Franz Mainz,0000957860,Germany
Kronos S.A.,0000862037,Greece
Krüger GmbH & Co. KG,0000645303,Germany
"Krungsiam Beverage Co.,Ltd",0016665700,Thailand
Krusmoellekilde ApS,0040144283,Denmark
Krynica Vitamin S.A.,0040015969,Poland
"Krystle Exports Phil., Inc.",0040194471,Philippines
KS Kudos Services GmbH/MPF,0040193859,Germany
KSY Juice Blends UK Ltd.,0040188161,United Kingdom
KTC Körner Trading Consulting GmbH,0002493740,Germany
KTG Agrar SE,0014866581,Germany
"Kubotamengyo Co., Ltd.",0040186724,Japan
Kuchenmeister GmbH,0000316199,Germany
W. u. H. Küchle GmbH & Co. KG,0001688391,Germany
Kucukbay Oil Industry,0011144286,Turkey
Heinrich Kühlmann GmbH & Co.KG,0001396889,Germany
Carl Kühne KG (GmbH & Co.),0000203580,Germany
Kuiburi Fruit Canning Co. Ltd.,0012572935,Thailand
Kukre Gida Ve Iht. Mad. Nak Ve Ozel Egt. Hiz Tic.ve San. A.S.,0040060924,Turkey
Kulau GmbH,0040112498,Germany
Kunella Feinkost GmbH,0001699148,Germany
"Kunming Qianxi Industry & Trade Co., Ltd.",0040018049,China
Kunság-Szesz AG,0040192134,Hungary
Kupiec Sp. z o.o,0012064894,Poland
Kurakon Foods Corporation,0040145753,Japan
Kurex Hazir Gida Urunleri Imalat San. Ve Tic. Ltd. Sti.,0040193131,Turkey
Kush International Inc.,0040189946,United States of America
Kütas Tarim Ürünleri Dis. Tic. ve San. A.S,0016378779,Turkey
Kutnowskie Zaklady Drobiarskie Exdrob S.A.,0010515153,Poland
Bäckerei Matthias Kutterer e.K.,0010284518,Germany
Kuwait Flour Mills & Bakeries CO.,0014875039,Kuwait
Kybele Ozel Gida San. Ve Tic. A.S.,0017219364,Turkey
Kyiv chamber of commerce and industry,0040185750,Ukraine
"""KYKNOS"" Greek Canning Co S.A.",0000862045,Greece
"Kyoto Prefecture Export Promotion Council for Agriculture, Fisheries and Processed Food Products",0040196783,Japan
Kyoto Trading Corp.,0040194011,Japan
"SC ""Krekenavos Agrofirma""",0040031025,Lithuania
"C.R.I.G.P ""Cordero de Extremadura"" Corderex",0002339870,Spain
L'Arte del Gusto Soc Coop.,0040191276,Italy
L'Espadon Conserves,0002223217,Morocco
L'Italiana Aromi s.r.l,0010386925,Italy
L'Oasi di Norcia di Coccia Benedetta,0040190247,Italy
Soc. Coop. Agricola L'Ulivo,0040113054,Italy
L.B. Maple Treat Corporation,0040146509,Canada
"La Barraca Alimentacion, S.L.",0002385078,Spain
La Bella Angiolina Specialità Della Riviera,0040192239,Italy
La Boulangère Services,0010706107,France
La Cachuera S.A.,0010407179,Argentina
La Carlotena,0002503050,Spain
Netasa La Chinata Smoked Paprika,0002211219,Spain
La Cofradia S.A.de C.V.,0002286960,Mexico
La Collina Toscana s.r.l.,0002392716,Italy
La Comarca,0040142906,Spain
"La Conditoria, Sedrun-Switzerland Marcel Schmid GmbH",0040175145,Switzerland
La Donatella SRL,0040002151,Italy
La Doria Spa,0001907557,Italy
"Delicatessen La Ermita, S.L.",0002500597,Spain
La Fattoria Di Parma Srl,0040141265,Italy
La Favorita Live S.r.l.,0002504373,Italy
La Fruitiere du Val Evel,0002285868,France
La Gallinara s.r.l.,0001671553,Italy
La Gazza AG,0040179782,Switzerland
La Giardiniera di Morgan,0040194115,Italy
La Marchesa Soc. Coop. Arg.,0002337128,Italy
La Mole F.lli Milan SRL,0002337059,Italy
La Panzanella Artisanal Foods,0040143692,United States of America
Compania Frutera La Paz S.A.,0040141475,Costa Rica
La Pizza + 1 Srl,0002273899,Italy
La Quercynoise,0011139119,France
La Rienca di Piana Alessandro,0040197737,Italy
La Rocca Srl,0002454262,Italy
La Rose de Sable,0014426582,Tunisia
La Shive Exim Pvt. Ltd,0040144877,India
La Spina Santa S.R.L. Gli Specialisti del Bergamotto,0040113294,Italy
S.A. La Trinitaine,0000987727,France
La Vecchia Dispensa Srl,0011119911,Italy
La Vera Foods Srl,0040197748,Italy
SNAK SRL - La VIA DEL TE,0010379318,Italy
La Via Lattea Societa' Cooperativa,0011119349,Italy
Labeyrie Fine Foods International,0013035258,France
"Labixiaoxin (Fujian) Foods Industrial Co., Ltd.",0002461843,China
Labizet S.C de R.L de C.V,0016126849,Mexico
Labor Srl,0002337353,Italy
Labridis Bros S.A.,0040064498,Greece
Lacasa Grupo,0010345411,Spain
"Compañía Oleícola Siglo XXI, S.L.",0040016816,Spain
Laci SIA,0016165146,Latvia
Lacnea A.S.,0002486011,Czech Republic
Lacon GmbH,0002465229,Germany
Laconic Gardens S-A,0040185713,Greece
"Lactasoy Co., Ltd.",0002316620,Thailand
Lactear S.A.,0040190033,Argentina
"Lácteas Garcia-Baquero, S.A.",0001410172,Spain
"Lacteos Martinez, S. L.",0040061920,Spain
Lactima LTD,0002431326,Poland
Lagler Export Import s.r.o.,0014675033,Slovakia
Laguna Produkter AS,0040039345,Norway
Lailas Fine Foods Ltd,0013849938,United Kingdom
Laita SAS,0001696602,France
"Laiwu Taifengfoods Co., Ltd.",0040190144,China
"Laiyang Newfarm Food Co., Ltd.",0040109015,China
"Laizhou Guoliang Packing Products Co., Ltd.",0040194240,China
Lakomka fresh food factory GmbH,0011605093,Germany
Lakrids by Johan Bülow GmbH,0040184314,Germany
Lakshita Holdings Co. Ltd.,0040145000,Thailand
Lale Kuru Meyve Sanayi Ve Ticaret Ltd Sti.,0040143680,Turkey
Lamb Weston / Meijer,0001524984,Netherlands
Lameri SpA,0002347368,Italy
Lamex Foods B.V.,0001711040,Netherlands
Henry Lamotte Food GmbH,0000135739,Germany
"Lampang Food Products Co.,Ltd.",0002224271,Thailand
Lancaster Plus S.L.U,0040143028,Spain
Land Growers,0040189125,Chile
Land-Leben Nahrungsmittel GmbH,0000860441,Austria
Landesvereinigung der Bayerischen Milchwirtschaft e.V.,0000286133,Germany
Landesvereinigung der Milch- wirtschaft Niedersachsen e.V.,0000852236,Germany
Landgarten GmbH & Co. KG,0011977865,Austria
Landgeflügel FG Vertriebsgesellschaf t mbH,0040131539,Germany
LANDHOF GesmbH & Co KG,0002201354,Austria
Landig + Lava GmbH & Co. KG,0016428282,Germany
LANDLINIE Lebensmittel- Vertrieb GmbH,0011960695,Germany
Landor,0015403631,Tunisia
Lanexco Limited,0002484689,New Zealand
Lanfranco Olives,0040192219,Italy
Langeberg and Ashton Foods (Pty) Ltd.,0012400137,South Africa
Langeberg & Ashton Foods (Pty) Ltd.,0013888791,South Africa
Langewiesche Fleischwaren GmbH,0010501388,Germany
Langnese Honig GmbH & Co. KG,0002514157,Germany
Lantmännen Unibake Holding A/S,0002249272,Denmark
"Lanxi Hongxiang Biotechnology Co., Ltd.",0040193979,China
Salumificio Lanzarini SNC di Lanzarini G.& Figli,0011125655,Italy
"Lanzhou Long All Trading Co.,Ltd",0040071958,China
"Lanzhou Organic International Trading Co., Ltd.",0040071603,China
Lars Ltd.,0040068555,Macedonia
Larsen Danish Seafood GmbH,0000161144,Germany
LARU GmbH,0009005454,Germany
Las Camelias S.A.,0002262223,Argentina
Frigorifico Las Moras Chiadel S.A.,0001060791,Uruguay
Lassonde Specialties Inc.,0040014026,Canada
Lat Eko Food SIA,0040143264,Latvia
Latteria Soresina Società Cooperativa Agricola,0000181528,Italy
Latterie Venete SPA,0002454237,Italy
Latterie Vicentine S.C.A.,0002508631,Italy
Werner Lauenroth Fischfeinkost GmbH,0002260144,Germany
Confiserie Burg Lauenstein GmbH,0002361102,Germany
Lauretana S.p.A.,0002339158,Italy
Luigi Lavazza Deutschland GmbH,0001425390,Germany
LAWA Hefeknödelspezialit äten GmbH,0002266251,Germany
Lay Gewürze OHG Würz- und Lebensmittel- Technologie,0001404369,Germany
D. Lazzaroni & C. Spa,0040145059,Italy
Paolo Lazzaroni e Figli SpA,0002276080,Italy
LC Maize Manufacturing Sdn Bhd,0040188491,Malaysia
LDC S.A.S.U.,0001882228,France
LDC Foods,0040146905,France
LDC Traiteur S.A.S.,0015406178,France
Le 2 Mele Snc Di Mela D. E Martini E.,0040191278,Italy
"Dispac SRL - ""Le Bonta' del Casale""",0040144717,Italy
Le Delizie Srl,0040113283,Italy
Le Farine dei nostri sacchi di Gloria Bosco e C.Snc,0040180608,Italy
Grania SRL,0040112290,Italy
Le Gibier d´Ardenne,0040189305,Belgium
Le Petit Raisin (Cheers Beverage Distribution GmbH),0016208049,Germany
Group Lea Nature - Jardin Bio,0011144780,France
"Leadertrade Products Co., Ltd.",0040012728,Thailand
Leadex,0040013623,France
"Leading Sunny Food Co., Ltd.",0040193768,China
Leadsky International Enterprise Ltd.,0002450286,Hong Kong
LPV GmbH,0000297283,Germany
Deutscher Fachverlag GmbH Lebensmittel Zeitung,0001523384,Germany
Lee Kum Kee (Europe) Ltd.,0002215833,United Kingdom
Lefkonitziatis Dairy Products Ltd,0040100139,Cyprus
Legumbres Luengo S.A.,0040143081,Spain
Legumbres Penelas S.L.,0040143086,Spain
Legumex Walker Canada Inc.,0040140738,Canada
Legumex Walker (Tianjin) International Trading Ltd.,0040144157,China
LEIMER KG Nahrungsmittelwerk,0000958840,Germany
Leipurin Poland Sp.z.o.o.,0040177629,Poland
Lekouglof,0040187401,France
Lelia Foods SA,0040190090,Greece
Lemberg Lebensmittel GmbH,0010382788,Germany
Georg Lemke GmbH & Co. KG,0003144127,Germany
Lemonconcentrate S.L.,0040181558,Spain
LENK Seafood Services GmbH,0040089726,Germany
Coop. Della Lenticchia di Castelluccio di Norcia a.r.l.,0011119678,Italy
Weinkellerei Lenz Moser AG,0000860476,Austria
Prosciuttificio Leonardi srl,0015992709,Italy
Leoncini SRL,0000647438,Italy
Leontiadis Family,0040183202,Greece
LEPL Entrepreneurship Development Agency,0040181080,Georgia
LERO Internationale Spedition GmbH,0002320962,Germany
LeRo Food GmbH & Co. KG,0002448393,Germany
Les Agrumes du Golfe Plus,0002291483,Tunisia
Les Conserveries Marocaines Doha S.A.,0002409521,Morocco
Les Grandes Marques et Conserveries Cherifiennes Reunies LGMC,0002405128,Morocco
Les Grands Moulins,0040189810,Morocco
Les Huileries Du Souss Belhassan,0040199480,Morocco
"Lesvigal, Rodos Bros.",0040097356,Greece
Levico Acque SRL,0011117775,Italy
LeVida,0040144154,Brazil
"Li County Tassi Winery Ltd., China",0040198576,China
"Lian Yi Development Co., Ltd.",0040016671,China
Liaoning Zhenlong Native Produce Holding Company Ltd.,0040144191,China
Lianyungang Befe Foods Co.Ltd.,0002503788,China
"Liao Cheng Haotian Food Co., Ltd.",0040189965,China
Liaoning  Deep Muontain Foods Co. Ltd,0040198397,China
Liberty Gold Fruit Company Inc.,0002222491,United States of America
Libreco Fleischgrosshandel Im- und Export GmbH & Co.KG,0012058919,Germany
Libretti Srl,0040197708,Italy
"Lichuan Jinli Tea Industry Co.,Ltd",0040198529,China
Lick Ltd,0040187166,United Kingdom
Licorera Oaxaquena SA de CV,0011124424,Mexico
Licores Veracruz S.A. de C.V.,0040014528,Mexico
Lidya Konservecilik Muteahhitlik Insaat Turizm San. Ve Tic. Ltd.,0040015676,Turkey
Liebherr Hausgeräte GmbH,0000305855,Germany
Lielzeltini LTD,0040190180,Latvia
Lienig Wildfrucht-Verarbeit ung,0002208705,Germany
